age,work_class,education,education_degree,marital_status,job,relationship,race,sex,capital_gain,capital_loss,hours_per_week,birthplace,income
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,22,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,low
28,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low
33,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
40,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low
27,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,low
38,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
25,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,56,United-States,high
38,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,low
66,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,high
65,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,low
30,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,high
54,Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,43,United-States,low
49,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,low
41,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,high
48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,high
23,Private,5th-6th,3,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,12,Mexico,low
77,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Cuba,low
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,low
30,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Iran,high
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low
49,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,Puerto-Rico,low
52,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,high
24,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,high
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,low
22,Private,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,low
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,low
39,Private,11th,7,Never-married,Prof-specialty,Unmarried,White,Female,0,0,30,Puerto-Rico,low
45,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,38,,low
61,Local-gov,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,low
45,Private,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,low
36,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,40,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,low
52,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,low
29,Federal-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,high
33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,low
40,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,low
34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,low
46,Local-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,high
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,13,United-States,low
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,high
40,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,low
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,low
24,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,low
76,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,17,United-States,low
20,Private,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,40,United-States,low
33,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,high
31,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,low
33,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,low
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,low
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,low
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
37,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
28,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,low
42,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,high
76,,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,25,United-States,low
21,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,low
29,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,low
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
44,Private,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,38,United-States,low
38,Private,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,low
28,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,high
29,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,low
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,low
49,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,high
36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,high
40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
17,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,low
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
42,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,28,United-States,low
29,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,low
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Haiti,low
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,low
39,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,low
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,low
25,State-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,low
40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Puerto-Rico,low
52,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,25,United-States,low
48,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,36,United-States,low
37,Private,Assoc-voc,11,Never-married,Sales,Unmarried,Black,Female,0,0,6,United-States,low
36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,low
33,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
36,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,high
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,10,United-States,low
42,Local-gov,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,low
35,Self-emp-inc,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low
40,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,22,United-States,low
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,low
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
22,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,0,0,40,,low
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
51,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,high
61,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Puerto-Rico,low
71,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States,low
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
38,Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Female,0,0,45,United-States,low
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,low
33,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,low
40,State-gov,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,52,United-States,low
39,,11th,7,Never-married,,Not-in-family,Black,Female,0,0,40,United-States,low
33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low
46,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,36,United-States,low
24,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,high
28,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Other,Male,0,0,30,Cuba,low
20,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low
34,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,low
34,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,low
25,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,low
36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,low
61,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
38,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0,58,United-States,low
20,,HS-grad,9,Never-married,,Own-child,White,Female,0,0,40,United-States,low
56,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,10,United-States,low
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
60,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,48,United-States,low
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,low
27,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,high
54,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,0,28,Columbia,low
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China,low
18,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,low
51,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,high
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,high
64,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,8,United-States,low
33,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,38,United-States,low
31,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,low
31,Private,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,37,Mexico,low
39,Private,12th,8,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,45,,low
22,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,low
31,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low
68,Private,5th-6th,3,Separated,Other-service,Not-in-family,White,Male,0,0,12,Italy,low
59,Federal-gov,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,low
25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,low
23,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,low
35,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,low
17,State-gov,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,low
19,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,low
59,Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,low
37,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States,low
74,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,20,United-States,low
28,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,low
40,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low
30,Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,,low
20,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,low
80,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,high
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,low
17,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,low
37,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,low
19,,HS-grad,9,Never-married,,Own-child,Black,Female,0,0,24,United-States,low
58,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,low
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
37,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low
23,Federal-gov,Some-college,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,low
36,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,Columbia,low
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
30,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,low
30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,low
57,,Some-college,10,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,high
23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low
53,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,low
31,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,United-States,low
41,,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,40,Mexico,low
36,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,low
30,Private,12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,low
44,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada,low
36,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,low
42,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,high
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Peru,low
22,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,low
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
31,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,low
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,low
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,43,United-States,low
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low
19,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,low
43,Private,HS-grad,9,Married-AF-spouse,Craft-repair,Wife,Black,Female,0,0,42,United-States,high
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,low
30,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,low
52,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,low
38,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,high
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,high
57,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Iran,low
51,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,high
50,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,low
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,high
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
69,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United-States,low
33,,Some-college,10,Divorced,,Unmarried,Amer-Indian-Eskimo,Male,0,0,30,United-States,low
37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,high
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,high
63,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,65,United-States,low
17,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,low
56,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,low
90,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,Philippines,low
27,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,low
38,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,low
33,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,low
26,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,low
42,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
55,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low
32,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,low
49,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,low
34,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,45,United-States,low
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
22,Federal-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,low
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,low
19,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,low
71,,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,40,United-States,low
52,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,high
27,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,low
52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,low
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,high
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,low
25,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,low
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,low
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
45,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,low
69,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,low
50,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,low
54,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,England,high
17,Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,low
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,5,,low
23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,low
66,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,high
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
55,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,low
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,low
49,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,high
21,,Some-college,10,Never-married,,Own-child,White,Female,0,0,3,United-States,low
56,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,high
25,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low
49,Private,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,low
58,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,high
40,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,low
62,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,low
54,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,high
34,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,low
18,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,low
28,,11th,7,Never-married,,Not-in-family,Black,Female,0,0,40,United-States,low
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,low
22,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,low
34,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,low
53,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,high
47,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,low
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,low
56,Self-emp-not-inc,7th-8th,4,Divorced,Sales,Other-relative,White,Male,0,0,20,Mexico,low
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,low
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,low
57,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,high
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,high
62,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Canada,low
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United-States,low
47,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,low
40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low
44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,,high
48,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,low
39,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,high
46,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,high
53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,low
47,Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,high
40,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Canada,low
34,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,low
41,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,low
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,low
42,Self-emp-inc,1st-4th,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,,low
54,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,low
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,low
37,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low
